"場所ID","場所名稱","場所縣市","場所區域","場所地址","場所分類","場所類型","場所描述","AEDID","AED放置地點","AED地點描述","地點LAT","地點LNG","周一至周五起","周一至周五迄","周六起","周六迄","周日起","周日迄","開放使用時間備註","開放時間緊急連絡電話"
"22446","高雄市尚禮社區照顧中心","高雄市","苓雅區","高雄市苓雅區尚禮街33號","其他","其他場所","身心障礙福利日間照顧機構","26791","2樓樓梯旁","2樓樓梯口，廁所旁。","22.62897379779","120.31453820766","08:30:00","17:30:00","00:00:00","00:00:00","00:00:00","00:00:00","本場所為身心障礙日間照顧單位，開放時間為週一至週五，8:30-17:30。","07-2239032"
"19405","臺中市坪林親子館暨公設民營托嬰中心","臺中市","太平區","臺中市太平區中山路一段213號2樓","其他","其他場所","臺中市坪林親子館是由臺中市政府社會局委託財團法人中華民國唐氏症基金會經營管理。
【服務對象】0-6歲(含未上小學)幼童及其照顧者
【服務時間】週二至週日開放入館，入館時段上午9:30-11:30；","26816","館內大廳","坪林親子館入口旁","24.142163030943","120.73133098394","08:30:00","17:30:00","08:30:00","17:30:00","08:30:00","17:30:00","國定假日與市府公告之休館日休館","04-23913251*11"
"8468","苗栗縣竹南鎮衛生所","苗栗縣","竹南鎮","苗栗縣竹南鎮大營路209號","其他","其他場所","","26819","1樓大廳","苗栗縣竹南鎮衛生所","24.687746","120.872444","08:00:00","17:00:00","","","","","","037-470152"
"8983","陸軍專科學校","桃園市","中壢區","桃園市中壢區龍東路750號","學校、大型集會場所","大專院校","","26822","陸軍專科學校","本部連會客室","24.938382","121.261598","","","","","","","全年","03-466-4600"
"11850","高通竹科園區廠房新建","新竹市","東區","新竹市東區展業二路6號","其他","其他場所","","26825","工務所","工務所（辦公室）","24.783032","120.999162","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","","035782302"
"11808","中麟營造台元九期工地","新竹縣","竹北市","新竹縣竹北市新竹縣竹北市惟馨街140號對面中麟營造","其他","其他場所","","26826","工務所","工務所","24.840495","121.015411","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","","03-560-1933"
"11036","澎湖縣白沙鄉鳥嶼衛生所","澎湖縣","白沙鄉","澎湖縣白沙鄉鳥嶼村漁港新村3號","其他","其他場所","","26839","澎湖縣白沙鄉鳥嶼衛生所","AED放置鳥嶼衛生所內公衛辦公室(居家護理所辦公室)門旁牆面","23.662509","119.663796","08:00:00","17:00:00","08:00:00","12:00:00","","","如有急診，門口有設置緊急鈴或撥打069916092","069916092"
"11048","澎湖縣望安鄉將軍衛生所","澎湖縣","望安鄉","澎湖縣望安鄉將軍村161-1號","其他","其他場所","","26840","1樓","衛生所1樓候診區","23.361394","119.521637","08:00:00","17:30:00","08:00:00","17:30:00","08:00:00","17:30:00","","069902066"
"20630","柏文健康事業股份有限公司(健身工廠-竹北廠)","新竹縣","竹北市","新竹縣竹北市復興一街251號4樓","其他","其他場所","健身工廠(竹北廠)進駐於豐邑大樓4F，本場所AED放置於飛輪教室對面飲水機旁。","26852","柏文健康事業股份有限公司(健身工廠-新竹北廠)","健身工廠(新竹北廠)進駐於哈洛徳社區2F、3F，本場所AED放置於3F教練部櫃台正前方。","24.807869027847","121.03617094051","06:00:00","00:00:00","06:00:00","00:00:00","08:00:00","00:00:00","","03-658-6262"
"9064","板橋凱撒大飯店","新北市","板橋區","新北市板橋區縣民大道二段8號","旅宿場所","飯店","","26854","健身房","健身房","25.011583","121.462668","07:00:00","22:00:00","07:00:00","22:00:00","07:00:00","22:00:00","","02-89515090"
"17237","桃園市立楊梅高級中等學校","桃園市","楊梅區","桃園市楊梅區高獅路5號","學校、大型集會場所","高中職","","26855","日新樓1樓","進校園大門走到底的左後方就是日新樓，AED為位於日新樓1樓正前方。","24.925663","121.160113","08:00:00","16:40:00","","","","","開上時間僅在學生上學期間。","03-4789618"
"9219","嘉鼎京悅社區管理委員會","桃園市","中壢區","桃園市中壢區成章一街88號","其他","其他場所","","26878","中壢區成章一街88號","一樓大廳櫃台旁","24.977028","121.257866","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","03-4621687"
"9867","芳鄰健身事業有限公司(景美店)","臺北市","文山區","臺北市文山區羅斯福路六段130號地下一樓","學校、大型集會場所","健身房","","26880","櫃台旁","櫃台旁與走道旁","24.997128","121.54067","07:00:00","00:00:00","07:00:00","00:00:00","00:00:00","00:00:00","","0922137502"
"9079","台東縣東河鄉都蘭國民小學","臺東縣","東河鄉","臺東縣東河鄉都蘭村431號","學校、大型集會場所","國小","","26886","都蘭國小健康中心","健康中心門邊","22.88412","121.205396","07:30:00","17:00:00","","","","","","089531224"
"8922","嘉義縣阿里山鄉茶山國小","嘉義縣","阿里山鄉","嘉義縣阿里山鄉茶山村3鄰74號","學校、大型集會場所","國小","茶山國小位於阿里山鄉，海拔高度約1260～1 600公尺間，故本部落有兩地方有AED，一個在茶山衛生室，另一個在茶山國民小學健康中心裡，假日期間學校因無開放，需AED可洽開元農場王主任。","26893","健康中心","茶山國小健康中心","23.300178","120.666564","08:00:00","17:00:00","","","","","","05-2513014"
"13491","彰化縣政府","彰化縣","彰化市","彰化縣彰化市中山路二段416號","其他","其他場所","","26894","本府1樓","本府1樓為民服務中心旁","24.075582920162","120.54453983175","08:00:00","17:00:00","","","","","","04-7531066"
"22067","承億酒店","高雄市","前鎮區","高雄市前鎮區林森四路189號","旅宿場所","飯店","","26897","23樓健身房","23樓健身房","22.609429605037","120.30234201387","07:00:00","22:00:00","07:00:00","22:00:00","07:00:00","22:00:00","","(07)333-3999"
"19409","竹南李科永紀念圖書館","苗栗縣","竹南鎮","苗栗縣竹南鎮永貞路二段196號","大型休閒場所","圖書館","","26924","竹南李科永紀念圖書館1樓 民眾使用電腦旁","位於竹南鎮運動公園 竹南鎮立游泳池對面","24.689157535569","120.88605174386","08:00:00","21:00:00","08:00:00","21:00:00","08:00:00","21:00:00","逢國定假日休館","037-613187"
"714","國立自然科學博物館","臺中市","北區","臺中市北區館前路1號","大型休閒場所","博物館","","26927","本館植物園溫室入口","面向植物園熱帶雨林溫室內出入口之左側","24.158364103968","120.66815235917","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","","0423226940"
"22072","臺東縣立初鹿國民中學","臺東縣","卑南鄉","臺東縣卑南鄉明峰村忠孝路2號","學校、大型集會場所","國中","AED設備設置於行政大樓1樓茶水間內(一排建築物的中心點位置)","26935","臺東縣立初鹿國民中學茶水間","AED設備設置於行政大樓1樓茶水間內(一排建築物的中心點位置)","22.849905290051","121.09253065967","","","","","","","","星期一~五0700~1700"
"39","苗栗縣立烏眉國民中學","苗栗縣","通霄鎮","苗栗縣通霄鎮內湖里1鄰5-1號","學校、大型集會場所","國中","","26948","烏眉國中","健康中心外面走廊","24.506430580899","120.71660470953","","","","","","","","037752409"
"16564","香港商世界健身事業有限公司新竹竹蓮分公司","新竹市","東區","新竹市東區竹蓮街15號3樓","學校、大型集會場所","健身房","","26958","教練櫃台旁","香港商世界健身事業有限公司新竹竹蓮分公司(300032 新竹市東區竹蓮街15號3樓)","24.797123706956","120.97193564029","06:00:00","23:59:00","06:00:00","23:59:00","06:00:00","23:59:00","","03-5252222"
"714","國立自然科學博物館","臺中市","北區","臺中市北區館前路1號","大型休閒場所","博物館","","26959","人類文化廳入口","人類文化廳入口面向館內左側","24.157166030636","120.66658290293","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","","週二-週日 上午9點至下午五點"
"6716","枋寮殯儀館","屏東縣","枋寮鄉","屏東縣枋寮鄉玉泉村青山路133號","學校、大型集會場所","殯儀館","","26976","枋寮殯儀館服務中心","沿山公路可達枋寮殯儀館","22.437728901446","120.59998892626","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","全年無休","088791557"
"7075","南海之星交通船","澎湖縣","馬公市","澎湖縣馬公市澎湖縣馬公市陽明里新營路100號","長距離交通工具","客船","","26981","澎湖縣馬公市陽明里新營路100號","南海之星交通船上客艙中間","23.566910896484","119.57538332124","","","","","","","","9213822"
"7060","鳳凰谷鳥園生態園區","南投縣","鹿谷鄉","南投縣鹿谷鄉鳳凰村仁義路1-9號","觀光旅遊地區","森林遊樂區","","26984","園區服務台","服務台正前方","23.729075342134","120.79201522502","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","","049-2753100"
"850","國立自然科學博物館921地震教育園區","臺中市","霧峰區","臺中市霧峰區坑口里中正路46號","大型休閒場所","博物館","","26992","影像館","影像館入口旁","24.042051740561","120.69880732882","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","展館開放時間
每周二至周日：09:00~17:00 開放參觀。

休館時間
每星期一、農曆除夕及年初一、政府公告之天然災害停止上班日、館方另行公告之必要休館日。
依行政院人事行政總處辦公日曆表星期一為國定假日或補假日則照常開放。","04-23390906"
"22055","福興溫泉遊客中心","南投縣","埔里鎮","南投縣埔里鎮福興路293號","觀光旅遊地區","地方政府主管風景區","","26993","諮詢櫃台","服務櫃台","24.00966487678","120.96710016747","","","","","","","","049-2009267"
"850","國立自然科學博物館921地震教育園區","臺中市","霧峰區","臺中市霧峰區坑口里中正路46號","大型休閒場所","博物館","","26994","售票處","園區售票處","24.041798225316","120.70045347631","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","展館開放時間
每周二至周日：09:00~17:00 開放參觀。

休館時間
每星期一、農曆除夕及年初一、政府公告之天然災害停止上班日、館方另行公告之必要休館日。
依行政院人事行政總處辦公日曆表星期一為國定假日或補假日則照常開放。","04-23390906"
"12295","台灣中油股份有限公司馬公汽車站","澎湖縣","馬公市","澎湖縣馬公市民福路18號","其他","其他場所","","26997","辦公室內","大門進來，左邊","23.565219","119.568483","07:00:00","22:00:00","07:00:00","22:00:00","07:00:00","22:00:00","","(06)927-2595"
"21379","臺中市政府警察局東勢分局石岡分駐所","臺中市","石岡區","臺中市石岡區九房里豐勢路1021號","其他","其他場所","","27001","派出所1樓","值班台後方","24.269811116719","120.79977461327","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","04-25721331"
"24642","頭等寶有限公司","臺北市","中山區","臺北市中山區中山北路二段128巷32號1樓","學校、大型集會場所","健身房","頭等倉運動空間first class | 健身工作室 | 民權中山","27002","入口處","入口處","25.061795484614","121.52124970255","","","","","","","","02-2522-2330"
"21370","臺中市政府警察局東勢分局東興派出所","臺中市","新社區","臺中市新社區興社街一段285號","其他","其他場所","","27004","1樓辦公室","值班台左前方","24.206866075733","120.82122450649","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","04-25811476"
"21376","臺中市政府警察局東勢分局中坑派出所","臺中市","東勢區","臺中市東勢區東坑路665號","其他","其他場所","","27005","派出所1樓","值班台後方","24.236320249415","120.85429995702","00:00:00","22:00:00","00:00:00","22:00:00","00:00:00","22:00:00","","04-25874474"
"21377","臺中市政府警察局東勢分局茅埔派出所","臺中市","東勢區","臺中市東勢區下城里下城街36號","其他","其他場所","","27007","派出所1樓","值班台後方","24.219346004693","120.83816792014","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","04-25852472"
"21378","臺中市政府警察局東勢分局新社分駐所","臺中市","新社區","臺中市新社區興社街2段28之3號","其他","其他場所","","27012","派出所1樓","值班台後方","24.234190035306","120.809937181","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","04-25811401"
"21375","臺中市政府警察局東勢分局石城派出所","臺中市","東勢區","臺中市東勢區石城街297號","其他","其他場所","","27013","1樓辦公室","值班台左前方","24.285138099293","120.78918606491","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","04-25874473"
"19887","香港商世界健身事業有限公司楊梅分公司","桃園市","楊梅區","桃園市楊梅區新農街205號","學校、大型集會場所","健身房","桃園市楊梅區新農街205號1樓2樓，舊址福記富貴餐廳","27014","本場所大廳 大門入口處左邊","大門入口處左邊","24.909753142583","121.15161047174","06:00:00","23:59:00","06:00:00","23:59:00","06:00:00","23:59:00","營業時間若有調整官網查詢","03-4750333"
